Row_ID,Date,IP,Project,Dataset,Folder,Hits,Traffic (browse),Traffic (data),Platform,Access Type,Country
347,20/09/2016,192.102.251.78,fj7,,,2,3846,0,osx,http,AU
348,21/09/2016,122.150.77.90,fj7,Sentinel-2,MSI,56,250892,9236,linux,http,AU
349,21/09/2016,122.150.77.90,fj7,Sentinel-2,,2,4856,0,linux,http,AU
350,21/09/2016,122.150.77.90,fj7,,,4,7692,0,linux,http,AU
351,21/09/2016,137.219.15.15,fj7,Sentinel-2,MSI,2,0,6872300505,linux,http,AU
352,21/09/2016,137.219.15.16,fj7,Sentinel-2,MSI,4,0,13900911226,linux,http,AU
353,21/09/2016,138.44.129.42,fj7,Sentinel-2,MSI,8170,25178400,0,python,http,AU
354,22/09/2016,137.219.138.167,fj7,Sentinel-1,,8,279443,0,linux,http,AU
355,22/09/2016,137.219.138.167,fj7,Sentinel-2,MSI,40,196174,14538708936,linux,http,AU
356,22/09/2016,137.219.138.167,fj7,Sentinel-2,,2,4856,0,linux,http,AU
357,22/09/2016,137.219.138.167,fj7,Sentinel-3,,2,3575,0,linux,http,AU
358,22/09/2016,137.219.138.167,fj7,,,4,7692,0,linux,http,AU
359,22/09/2016,138.44.129.42,fj7,Sentinel-2,MSI,7634,23099814,0,python,http,AU
360,22/09/2016,193.146.155.3,fj7,Sentinel-1,,11,238350,0,linux,http,ES
361,22/09/2016,193.146.155.3,fj7,Sentinel-2,MSI,18,94079,730841227,linux,http,ES
362,22/09/2016,193.146.155.3,fj7,Sentinel-2,,1,2428,0,linux,http,ES
363,22/09/2016,193.146.155.3,fj7,Sentinel-3,,4,16890,2186,linux,http,ES
364,22/09/2016,193.146.155.3,fj7,,,2,3846,0,linux,http,ES
365,22/09/2016,199.10.31.218,fj7,Sentinel-2,MSI,1,0,0,windows,http,CA
366,22/09/2016,199.10.31.218,fj7,Sentinel-2,,1,11010,0,windows,http,CA
367,22/09/2016,202.59.246.2,fj7,Sentinel-1,,1,0,0,windows,http,AU
368,22/09/2016,202.59.246.2,fj7,Sentinel-2,,1,11010,0,windows,http,AU
369,23/09/2016,122.150.77.90,fj7,Sentinel-1,,553,2684042,0,python,http,AU
370,23/09/2016,122.150.77.90,fj7,Sentinel-2,MSI,1902,9539260,37434463,"java,linux,python",http,AU
371,23/09/2016,122.150.77.90,fj7,Sentinel-2,,1,2428,0,linux,http,AU
372,23/09/2016,122.150.77.90,fj7,,,2,3846,0,linux,http,AU
373,23/09/2016,124.47.132.132,fj7,Sentinel-2,MSI,4,0,0,windows,http,AU
374,23/09/2016,130.116.64.75,fj7,Sentinel-1,,1,2432,0,windows,http,AU
375,23/09/2016,130.116.64.75,fj7,,,1,2115,0,windows,http,AU
376,23/09/2016,137.219.15.15,fj7,Sentinel-2,MSI,11,0,51112258805,linux,http,AU
377,23/09/2016,137.219.15.16,fj7,Sentinel-1,,1,0,951091291,linux,http,AU
378,23/09/2016,138.44.129.42,fj7,Sentinel-2,MSI,3825,11579868,5323618725,"linux,python",http,AU
379,23/09/2016,157.55.39.94,fj7,Sentinel-1,,1,2432,0,windows,http,US
380,24/09/2016,138.44.129.42,fj7,Sentinel-2,MSI,3824,11579868,0,python,http,AU
381,26/09/2016,138.44.129.42,fj7,Sentinel-2,MSI,3824,11579868,0,python,http,AU
382,26/09/2016,203.7.98.139,fj7,Sentinel-1,,4,12263,0,osx,http,AU
383,26/09/2016,203.7.98.139,fj7,,,2,3846,0,osx,http,AU
384,27/09/2016,122.150.77.90,fj7,Sentinel-1,,141,1097325,959009965,"linux,python",http,AU
385,27/09/2016,122.150.77.90,fj7,Sentinel-2,MSI,103,588320,0,python,http,AU
386,28/09/2016,116.212.197.129,fj7,Sentinel-2,MSI,6,0,12181970468,windows,http,AU
387,28/09/2016,122.150.77.90,fj7,Sentinel-1,,180,1231372,0,python,http,AU
388,28/09/2016,124.47.132.132,fj7,Sentinel-1,,5,75893,0,windows,http,AU
389,28/09/2016,124.47.132.132,fj7,Sentinel-2,,1,11010,0,windows,http,AU
390,28/09/2016,124.47.132.132,fj7,,,2,3846,0,windows,http,AU
391,28/09/2016,137.219.15.15,fj7,Sentinel-1,,1,0,941947298,linux,http,AU
392,28/09/2016,220.244.10.56,fj7,Sentinel-1,,9,86075,0,osx,http,AU
393,29/09/2016,116.212.197.129,fj7,Sentinel-2,MSI,1,0,4346772417,windows,http,AU
394,29/09/2016,124.47.132.132,fj7,Sentinel-1,,1,64446,0,windows,http,AU
395,29/09/2016,124.47.132.132,fj7,Sentinel-2,MSI,3,0,0,windows,http,AU
396,30/09/2016,1.144.96.182,fj7,Sentinel-1,,14,203001,0,osx,http,AU
397,30/09/2016,124.47.132.132,fj7,Sentinel-1,,1,2432,0,windows,http,AU
398,30/09/2016,124.47.132.132,fj7,,,2,3846,0,windows,http,AU
399,30/09/2016,124.171.75.159,fj7,Sentinel-2,MSI,6,68097,0,android,http,AU
400,30/09/2016,124.171.75.159,fj7,Sentinel-2,,2,4205,0,android,http,AU
401,30/09/2016,178.204.68.74,fj7,,,1,1731,0,windows,http,RU
402,30/09/2016,203.42.112.6,fj7,Sentinel-2,MSI,4,0,6981224090,windows,http,AU
