"020599 Optical Physics not elsewhere classified"
"020601 Degenerate Quantum Gases and Atom Optics"
"020602 Field Theory and String Theory"
"020603 Quantum Information, Computation and Communication"
"020604 Quantum Optics"
"020699 Quantum Physics not elsewhere classified"
"029901 Biological Physics"
"029902 Complex Physical Systems"
"029903 Medical Physics"
"029904 Synchrotrons; Accelerators; Instruments and Techniques"
"029999 Physical Sciences not elsewhere classified"
"030101 Analytical Spectrometry"
"030102 Electroanalytical Chemistry"
"030103 Flow Analysis"
"030104 Immunological and Bioassay Methods"
"030105 Instrumental Methods (excl. Immunological and Bioassay Methods)"
"030106 Quality Assurance, Chemometrics, Traceability and Metrological Chemistry"
"030107 Sensor Technology (Chemical aspects)"
"030108 Separation Science"
"030199 Analytical Chemistry not elsewhere classified"
"030201 Bioinorganic Chemistry"
"030202 f-Block Chemistry"
"030203 Inorganic Green Chemistry"
"030204 Main Group Metal Chemistry"
"030205 Non-metal Chemistry"
"030206 Solid State Chemistry"
"030207 Transition Metal Chemistry"
"030299 Inorganic Chemistry not elsewhere classified"
"030301 Chemical Characterisation of Materials"
"030302 Nanochemistry and Supramolecular Chemistry"
"030303 Optical Properties of Materials"
"030304 Physical Chemistry of Materials"
"030305 Polymerisation Mechanisms"
"030306 Synthesis of Materials"
"030307 Theory and Design of Materials"
"030399 Macromolecular and Materials Chemistry not elsewhere classified"
"030401 Biologically Active Molecules"
"030402 Biomolecular Modelling and Design"
"030403 Characterisation of Biological Macromolecules"
"030404 Cheminformatics and Quantitative Structure-Activity Relationships"
"030405 Molecular Medicine"
"030406 Proteins and Peptides"
"030499 Medicinal and Biomolecular Chemistry not elsewhere classified"
"030501 Free Radical Chemistry"
"030502 Natural Products Chemistry"
"030503 Organic Chemical Synthesis"
"030504 Organic Green Chemistry"
"030505 Physical Organic Chemistry"
"030599 Organic Chemistry not elsewhere classified"
"030601 Catalysis and Mechanisms of Reactions"
"030602 Chemical Thermodynamics and Energetics"
"030603 Colloid and Surface Chemistry"
"030604 Electrochemistry"
"030605 Solution Chemistry"
"030606 Structural Chemistry and Spectroscopy"
"030607 Transport Properties and Non-equilibrium Processes"
"030699 Physical Chemistry not elsewhere classified"
"030701 Quantum Chemistry"
"030702 Radiation and Matter"
"030703 Reaction Kinetics and Dynamics"
"030704 Statistical Mechanics in Chemistry"
"030799 Theoretical and Computational Chemistry not elsewhere classified"
"039901 Environmental Chemistry (incl. Atmospheric Chemistry)"
"039902 Forensic Chemistry"
"039903 Industrial Chemistry"
"039904 Organometallic Chemistry"
"039999 Chemical Sciences not elsewhere classified"
"040101 Atmospheric Aerosols"
"040102 Atmospheric Dynamics"
"040103 Atmospheric Radiation"
"040104 Climate Change Processes"
"040105 Climatology (excl. Climate Change Processes)"
"040106 Cloud Physics"
"040107 Meteorology"
"040108 Tropospheric and Stratospheric Physics"
"040199 Atmospheric Sciences not elsewhere classified"
"040201 Exploration Geochemistry"
"040202 Inorganic Geochemistry"
"040203 Isotope Geochemistry"
"040204 Organic Geochemistry"
"040299 Geochemistry not elsewhere classified"
"040301 Basin Analysis"
"040302 Extraterrestrial Geology"
"040303 Geochronology"
"040304 Igneous and Metamorphic Petrology"
"040305 Marine Geoscience"
"040306 Mineralogy and Crystallography"
"040307 Ore Deposit Petrology"
"040308 Palaeontology (incl. Palynology)"
"040309 Petroleum and Coal Geology"
"040310 Sedimentology"
"040311 Stratigraphy (incl. Biostratigraphy and Sequence Stratigraphy)"
"040312 Structural Geology"
"040313 Tectonics"
"040314 Volcanology"
"040399 Geology not elsewhere classified"
"040401 Electrical and Electromagnetic Methods in Geophysics"
"040402 Geodynamics"
"040403 Geophysical Fluid Dynamics"
"040404 Geothermics and Radiometrics"
"040405 Gravimetrics"
"040406 Magnetism and Palaeomagnetism"
"040407 Seismology and Seismic Exploration"
"040499 Geophysics not elsewhere classified"
"040501 Biological Oceanography"
"040502 Chemical Oceanography"
"040503 Physical Oceanography"
"040599 Oceanography not elsewhere classified"
"040601 Geomorphology and Regolith and Landscape Evolution"
"040602 Glaciology"
"040603 Hydrogeology"
"040604 Natural Hazards"
"040605 Palaeoclimatology"
"040606 Quaternary Environments"
"040607 Surface Processes"
"040608 Surfacewater Hydrology"
"040699 Physical Geography and Environmental Geoscience not elsewhere classified"
"049999 Earth Sciences not elsewhere classified"
"050101 Ecological Impacts of Climate Change"
"050102 Ecosystem Function"
"050103 Invasive Species Ecology"
"050104 Landscape Ecology"
"050199 Ecological Applications not elsewhere classified"
"050201 Aboriginal and Torres Strait Islander Environmental Knowledge"
"050202 Conservation and Biodiversity"
"050203 Environmental Education and Extension"
"050204 Environmental Impact Assessment"
"050205 Environmental Management"
"050206 Environmental Monitoring"
"050207 Environmental Rehabilitation (excl. Bioremediation)"
"050208 Maori Environmental Knowledge"
"050209 Natural Resource Management"
"050210 Pacific Peoples Environmental Knowledge"
"050211 Wildlife and Habitat Management"
"050299 Environmental Science and Management not elsewhere classified"
"050301 Carbon Sequestration Science"
"050302 Land Capability and Soil Degradation"
"050303 Soil Biology"
"050304 Soil Chemistry (excl. Carbon Sequestration Science)"
"050305 Soil Physics"
"050399 Soil Sciences not elsewhere classified"
"059999 Environmental Sciences not elsewhere classified"
"060101 Analytical Biochemistry"
"060102 Bioinformatics"
"060103 Cell Development, Proliferation and Death"
"060104 Cell Metabolism"
"060105 Cell Neurochemistry"
