"010101 Algebra and Number Theory"
"010102 Algebraic and Differential Geometry"
"010103 Category Theory, K Theory, Homological Algebra"
"010104 Combinatorics and Discrete Mathematics (excl. Physical Combinatorics)"
"010105 Group Theory and Generalisations"
"010106 Lie Groups, Harmonic and Fourier Analysis"
"010107 Mathematical Logic, Set Theory, Lattices and Universal Algebra"
"010108 Operator Algebras and Functional Analysis"
"010109 Ordinary Differential Equations, Difference Equations and Dynamical Systems"
"010110 Partial Differential Equations"
"010111 Real and Complex Functions (incl. Several Variables)"
"010112 Topology"
"010199 Pure Mathematics not elsewhere classified"
"010201 Approximation Theory and Asymptotic Methods"
"010202 Biological Mathematics"
"010203 Calculus of Variations, Systems Theory and Control Theory"
"010204 Dynamical Systems in Applications"
"010205 Financial Mathematics"
"010206 Operations Research"
"010207 Theoretical and Applied Mechanics"
"010299 Applied Mathematics not elsewhere classified"
"010301 Numerical Analysis"
"010302 Numerical Solution of Differential and Integral Equations"
"010303 Optimisation"
"010399 Numerical and Computational Mathematics not elsewhere classified"
"010401 Applied Statistics"
"010402 Biostatistics"
"010403 Forensic Statistics"
"010404 Probability Theory"
"010405 Statistical Theory"
"010406 Stochastic Analysis and Modelling"
"010499 Statistics not elsewhere classified"
"010501 Algebraic Structures in Mathematical Physics"
"010502 Integrable Systems (Classical and Quantum)"
"010503 Mathematical Aspects of Classical Mechanics, Quantum Mechanics and Quantum Information Theory"
"010504 Mathematical Aspects of General Relativity"
"010505 Mathematical Aspects of Quantum and Conformal Field Theory, Quantum Gravity and String Theory"
"010506 Statistical Mechanics, Physical Combinatorics and Mathematical Aspects of Condensed Matter"
"010599 Mathematical Physics not elsewhere classified"
"019999 Mathematical Sciences not elsewhere classified"
"020101 Astrobiology"
"020102 Astronomical and Space Instrumentation"
"020103 Cosmology and Extragalactic Astronomy"
"020104 Galactic Astronomy"
"020105 General Relativity and Gravitational Waves"
"020106 High Energy Astrophysics; Cosmic Rays"
"020107 Mesospheric, Ionospheric and Magnetospheric Physics"
"020108 Planetary Science (excl. Extraterrestrial Geology)"
"020109 Space and Solar Physics"
"020110 Stellar Astronomy and Planetary Systems"
"020199 Astronomical and Space Sciences not elsewhere classified"
"020201 Atomic and Molecular Physics"
"020202 Nuclear Physics"
"020203 Particle Physics"
"020204 Plasma Physics; Fusion Plasmas; Electrical Discharges"
"020299 Atomic, Molecular, Nuclear, Particle and Plasma Physics not elsewhere classified"
"020301 Acoustics and Acoustical Devices; Waves"
"020302 Electrostatics and Electrodynamics"
"020303 Fluid Physics"
"020304 Thermodynamics and Statistical Physics"
"020399 Classical Physics not elsewhere classified"
"020401 Condensed Matter Characterisation Technique Development"
"020402 Condensed Matter Imaging"
"020403 Condensed Matter Modelling and Density Functional Theory"
"020404 Electronic and Magnetic Properties of Condensed Matter; Superconductivity"
"020405 Soft Condensed Matter"
"020406 Surfaces and Structural Properties of Condensed Matter"
"020499 Condensed Matter Physics not elsewhere classified"
"020501 Classical and Physical Optics"
"020502 Lasers and Quantum Electronics"
"020503 Nonlinear Optics and Spectroscopy"
"020504 Photonics, Optoelectronics and Optical Communications"
